Fish ID,Fish_ID_year,Processed by,Processed on,Sample #,Year,Sampled on,Site,Treatment,Species code,Length,Wet Weight ,Gut weight,Group,Lowest taxonomic classification,Digestion,N,Notes,Photo ID,Entered by,Entered on
HWPT04-02,HWPT04-02-2023,MB,20230622,HWPT04,2023,20230523,HWP,LS,LAGRHO,65,3.68,0.17,Amphipod,NA,1,5,,,MB,20230707
HWPT04-02,HWPT04-02-2023,MB,20230622,HWPT04,2023,20230523,HWP,LS,LAGRHO,65,3.68,0.17,Polychaete,NA,4,NA,,,MB,20230707
HWPT04-02,HWPT04-02-2023,MB,20230622,HWPT04,2023,20230523,HWP,LS,LAGRHO,65,3.68,0.17,Green algae,NA,3,NA,,,MB,20230707
HWPT04-03,HWPT04-03-2023,MB,20230622,HWPT04,2023,20230523,HWP,LS,LAGRHO,74,5.35,0.31,Isopod,NA,1,1,,,MB,20230707
HWPT04-03,HWPT04-03-2023,MB,20230622,HWPT04,2023,20230523,HWP,LS,LAGRHO,74,5.35,0.31,Amphipod,NA,1,5,,,MB,20230707
HWPT04-03,HWPT04-03-2023,MB,20230622,HWPT04,2023,20230523,HWP,LS,LAGRHO,74,5.35,0.31,Crustacean,Penaeidae,2,NA,,,MB,20230707
HWPT04-03,HWPT04-03-2023,MB,20230622,HWPT04,2023,20230523,HWP,LS,LAGRHO,74,5.35,0.31,SAV,NA,2,NA,,,MB,20230707
HWPT04-04,HWPT04-04-2023,MB,20230622,HWPT04,2023,20230523,HWP,LS,MICUND,40,0.47,0.035,Isopod,NA,2,3,,,MB,20230707
HWPT04-04,HWPT04-04-2023,MB,20230622,HWPT04,2023,20230523,HWP,LS,MICUND,40,0.47,0.035,Amphipod,NA,2,6,,,MB,20230707
HWPT04-05,HWPT04-05-2023,MB,20230622,HWPT04,2023,20230523,HWP,LS,MICUND,45,0.66,0.041,Amphipod,NA,1,2,,,MB,20230707
HWPT04-05,HWPT04-05-2023,MB,20230622,HWPT04,2023,20230523,HWP,LS,MICUND,45,0.66,0.041,Polychaete,NA,4,NA,,,MB,20230707
HWPT04-06,HWPT04-06-2023,MB,20230622,HWPT04,2023,20230523,HWP,LS,MICUND,52,1.07,0.047,Amphipod,Corophidae,1,4,,,MB,20230707
HWPT04-07,HWPT04-07-2023,MB,20230622,HWPT04,2023,20230523,HWP,LS,MICUND,61,1.74,0.062,Isopod,NA,NA,2,,,MB,20230707
HWPT04-07,HWPT04-07-2023,MB,20230622,HWPT04,2023,20230523,HWP,LS,MICUND,61,1.74,0.062,Polychaete,NA,4,NA,,,MB,20230707
HWPT04-08,HWPT04-08-2023,MB,20230622,HWPT04,2023,20230523,HWP,LS,MICUND,NA,1.95,0.076,Polychaete,NA,4,NA,,,MB,20230707
HWPT04-09,HWPT04-09-2023,MB,20230622,HWPT04,2023,20230523,HWP,LS,MICUND,66,2.14,0.13,Fish,NA,4,1,,,MB,20230707
HWPT04-09,HWPT04-09-2023,MB,20230622,HWPT04,2023,20230523,HWP,LS,MICUND,66,2.14,0.13,Isopod,NA,2,1,,,MB,20230707
HWPT04-09,HWPT04-09-2023,MB,20230622,HWPT04,2023,20230523,HWP,LS,MICUND,66,2.14,0.13,Polychaete,NA,4,NA,,,MB,20230707
HWPT04-10,HWPT04-10-2023,MB,20230622,HWPT04,2023,20230523,HWP,LS,MICUND,61,1.62,0.094,Crustacean,NA,4,NA,,,MB,20230707
HWPT04-10,HWPT04-10-2023,MB,20230622,HWPT04,2023,20230523,HWP,LS,MICUND,61,1.62,0.094,Amphipod,NA,2,4,,,MB,20230707
HWPT04-11,HWPT04-11-2023,MB,20230622,HWPT04,2023,20230523,HWP,LS,MICUND,65,2.23,0.12,Crustacean,Crab,3,NA,,,MB,20230707
HWPT04-11,HWPT04-11-2023,MB,20230622,HWPT04,2023,20230523,HWP,LS,MICUND,65,2.23,0.12,Polychaete,NA,4,NA,,,MB,20230707
HWPT04-12,HWPT04-12-2023,MB,20230622,HWPT04,2023,20230523,HWP,LS,MICUND,72,3.21,0.18,Amphipod,NA,1,7,,,MB,20230707
HWPT04-12,HWPT04-12-2023,MB,20230622,HWPT04,2023,20230523,HWP,LS,MICUND,72,3.21,0.18,Fish,NA,4,1,,,MB,20230707
HWPT04-13,HWPT04-13-2023,MB,20230622,HWPT04,2023,20230523,HWP,LS,MICUND,77,3.91,0.23,Crustacean,NA,3,NA,,,MB,20230707
HWPT04-13,HWPT04-13-2023,MB,20230622,HWPT04,2023,20230523,HWP,LS,MICUND,77,3.91,0.23,Fish,NA,4,1,,,MB,20230707
HWPT01-01,HWPT01-01-2023,MB,20230622,HWPT01,2023,20230523,HWP,LS,LAGRHO,47,1.28,0.063,Isopod,NA,1,2,,,MB,20230707
HWPT01-01,HWPT01-01-2023,MB,20230622,HWPT01,2023,20230523,HWP,LS,LAGRHO,47,1.28,0.063,Polychaete,NA,4,NA,,,MB,20230707
HWPT01-02,HWPT01-02-2023,MB,20230622,HWPT01,2023,20230523,HWP,LS,MICUND,61,1.94,0.097,Amphipod,NA,1,4,,,MB,20230707
HWPT01-02,HWPT01-02-2023,MB,20230622,HWPT01,2023,20230523,HWP,LS,MICUND,61,1.94,0.097,Crustacean,Crab,2,NA,,,MB,20230707
HWPT01-03,HWPT01-03-2023,MB,20230622,HWPT01,2023,20230523,HWP,LS,MICUND,51,0.99,0.048,Crustacean,NA,4,NA,,,MB,20230707
HWPT01-03,HWPT01-03-2023,MB,20230622,HWPT01,2023,20230523,HWP,LS,MICUND,51,0.99,0.048,Polychaete,NA,4,NA,,,MB,20230707
HWPT01-04,HWPT01-04-2023,MB,20230622,HWPT01,2023,20230523,HWP,LS,MICUND,46,0.69,0.033,Amphipod,NA,1,6,,,MB,20230707
HWPT01-04,HWPT01-04-2023,MB,20230622,HWPT01,2023,20230523,HWP,LS,MICUND,46,0.69,0.033,Isopod,NA,1,1,,,MB,20230707
HWPT01-05,HWPT01-05-2023,MB,20230622,HWPT01,2023,20230523,HWP,LS,MICUND,37,0.48,0.026,Amphipod,NA,1,4,,,MB,20230707
DRC03-01,DRC03-01-2023,MB,20230622,DRC03,2023,20230523,DR,CT,LAGRHO,33,0.5,0.042,Amphipod,Gammaridae,1,1,,,MB,20230707
DRC03-01,DRC03-01-2023,MB,20230622,DRC03,2023,20230523,DR,CT,LAGRHO,33,0.5,0.042,Amphipod,Corophidae,1,2,,,MB,20230707
DRC03-02,DRC03-02-2023,MB,20230622,DRC03,2023,20230523,DR,CT,LAGRHO,33,0.52,0.026,Crustacean,NA,3,NA,,,MB,20230707
DRC03-03,DRC03-03-2023,MB,20230622,DRC03,2023,20230523,DR,CT,LAGRHO,38,0.79,0.061,Amphipod,Corophidae,1,1,,,MB,20230707
DRC03-03,DRC03-03-2023,MB,20230622,DRC03,2023,20230523,DR,CT,LAGRHO,38,0.79,0.061,Amphipod,Gammaridae,1,3,,,MB,20230707
DRC03-04,DRC03-04-2023,MB,20230622,DRC03,2023,20230523,DR,CT,LAGRHO,49,1.68,0.082,Amphipod,Corophidae,1,11,,,MB,20230707
DRC03-05,DRC03-05-2023,MB,20230622,DRC03,2023,20230523,DR,CT,LAGRHO,50,1.9,0.09,Amphipod,Corophidae,1,3,,,MB,20230707
DRC03-05,DRC03-05-2023,MB,20230622,DRC03,2023,20230523,DR,CT,LAGRHO,50,1.9,0.09,Unidentifiable,NA,4,NA,,,MB,20230707
DRC03-05,DRC03-05-2023,MB,20230622,DRC03,2023,20230523,DR,CT,LAGRHO,50,1.9,0.09,Green algae,NA,1,NA,,,MB,20230707
DRC03-06,DRC03-06-2023,MB,20230622,DRC03,2023,20230523,DR,CT,LAGRHO,61,3.56,0.21,Polychaete,NA,4,NA,,,MB,20230707
DRC03-06,DRC03-06-2023,MB,20230622,DRC03,2023,20230523,DR,CT,LAGRHO,61,3.56,0.21,Amphipod,Gammaridae,2,4,,,MB,20230707
DRC03-07,DRC03-07-2023,MB,20230622,DRC03,2023,20230523,DR,CT,LAGRHO,75,8.17,0.43,Amphipod,Corophidae,1,5,,,MB,20230707
DRC01-01,DRC01-01-2023,MB,20230622,DRC01,2023,20230523,DR,CT,LAGRHO,50,2.01,0.097,SAV,NA,2,NA,,,MB,20230707
DRC05-01,DRC05-01-2023,MB,20230622,DRC05,2023,20230523,DR,CT,LAGRHO,30,0.48,0.033,Amphipod,Gammaridae,2,4,,,MB,20230707
DRC05-01,DRC05-01-2023,MB,20230622,DRC05,2023,20230523,DR,CT,LAGRHO,30,0.48,0.033,Polychaete,NA,4,NA,,,MB,20230707
DRC05-02,DRC05-02-2023,MB,20230622,DRC05,2023,20230523,DR,CT,LAGRHO,43,1.16,0.058,Amphipod,Gammaridae,1,8,,,MB,20230707
DRC05-02,DRC05-02-2023,MB,20230622,DRC05,2023,20230523,DR,CT,LAGRHO,43,1.16,0.058,Amphipod,Corophidae,1,1,,,MB,20230707
DRC05-03,DRC05-03-2023,MB,20230622,DRC05,2023,20230523,DR,CT,LAGRHO,44,1.29,0.062,Amphipod,Gammaridae,1,7,,,MB,20230707
DRC05-04,DRC05-04-2023,MB,20230622,DRC05,2023,20230523,DR,CT,LAGRHO,50,1.45,0.069,Amphipod,Gammaridae,1,5,,,MB,20230707
DRC05-04,DRC05-04-2023,MB,20230622,DRC05,2023,20230523,DR,CT,LAGRHO,50,1.45,0.069,Amphipod,Corophidae,1,4,,,MB,20230707
DRC05-05,DRC05-05-2023,MB,20230622,DRC05,2023,20230523,DR,CT,LAGRHO,50,1.48,0.045,Amphipod,Gammaridae,1,1,,,MB,20230707
DRC05-05,DRC05-05-2023,MB,20230622,DRC05,2023,20230523,DR,CT,LAGRHO,50,1.48,0.045,Amphipod,Corophidae,1,1,,,MB,20230707
DRC05-06,DRC05-06-2023,MB,20230622,DRC05,2023,20230523,DR,CT,LAGRHO,58,2.71,0.15,SAV,NA,2,NA,,,MB,20230707
DRC05-06,DRC05-06-2023,MB,20230622,DRC05,2023,20230523,DR,CT,LAGRHO,58,2.71,0.15,Brown algae,NA,2,NA,,,MB,20230707
DRC05-06,DRC05-06-2023,MB,20230622,DRC05,2023,20230523,DR,CT,LAGRHO,58,2.71,0.15,Amphipod,Corophidae,3,2,,,MB,20230707
DRC05-07,DRC05-07-2023,MB,20230622,DRC05,2023,20230523,DR,CT,LAGRHO,79,7.83,0.44,Green algae,NA,3,NA,,,MB,20230707
DRC05-07,DRC05-07-2023,MB,20230622,DRC05,2023,20230523,DR,CT,LAGRHO,79,7.83,0.44,Amphipod,Gammaridae,NA,3,,,MB,20230707
DRC05-07,DRC05-07-2023,MB,20230622,DRC05,2023,20230523,DR,CT,LAGRHO,79,7.83,0.44,Amphipod,Corophidae,NA,5,,,MB,20230707
DRC05-08,DRC05-08-2023,MB,20230622,DRC05,2023,20230523,DR,CT,LAGRHO,82,9.25,0.68,Green algae,NA,3,NA,,,MB,20230707
DRC05-08,DRC05-08-2023,MB,20230622,DRC05,2023,20230523,DR,CT,LAGRHO,82,9.25,0.68,Brown algae,NA,2,NA,,,MB,20230707
DRC05-08,DRC05-08-2023,MB,20230622,DRC05,2023,20230523,DR,CT,LAGRHO,82,9.25,0.68,Crustacean,NA,4,NA,,,MB,20230707
DRC05-09,DRC05-09-2023,MB,20230622,DRC05,2023,20230523,DR,CT,MICUND,61,1.83,0.11,Fish,NA,4,NA,,,MB,20230707
DRC05-09,DRC05-09-2023,MB,20230622,DRC05,2023,20230523,DR,CT,MICUND,61,1.83,0.11,Amphipod,NA,4,NA,,,MB,20230707
DRC05-10,DRC05-10-2023,MB,20230622,DRC05,2023,20230523,DR,CT,MICUND,62,1.9,0.064,Amphipod,NA,4,NA,,,MB,20230707
NEPaPC04-22,NEPaPC04-22-2022,MB,20230622,NEPaPC04,2022,20220607,NEPaP,CT,ARIFEL,152,24.83,1.32,Brown algae,NA,3,NA,,,MB,20230707
NEPaPC04-22,NEPaPC04-22-2022,MB,20230622,NEPaPC04,2022,20220607,NEPaP,CT,ARIFEL,152,24.83,1.32,Fish,NA,4,NA,,,MB,20230707
NEPaPC04-23,NEPaPC04-23-2022,MB,20230622,NEPaPC04,2022,20220607,NEPaP,CT,ARIFEL,145,20.57,1.39,Crustacean,NA,4,NA,,,MB,20230707
NEPaPC04-23,NEPaPC04-23-2022,MB,20230622,NEPaPC04,2022,20220607,NEPaP,CT,ARIFEL,145,20.57,1.39,Unidentifiable,NA,4,NA,,,MB,20230707
NEPaPC04-24,NEPaPC04-24-2022,MB,20230622,NEPaPC04,2022,20220607,NEPaP,CT,ARIFEL,155,28.1,1.44,Crustacean,Penaeidae,2,NA,,,MB,20230707
NEPaPC04-24,NEPaPC04-24-2022,MB,20230622,NEPaPC04,2022,20220607,NEPaP,CT,ARIFEL,155,28.1,1.44,Brown algae,NA,3,NA,,,MB,20230707
NEPaPC04-25,NEPaPC04-25-2022,MB,20230622,NEPaPC04,2022,20220607,NEPaP,CT,ARIFEL,152,26.88,1.41,Fish,NA,4,NA,,,MB,20230707
NEPaPC04-25,NEPaPC04-25-2022,MB,20230622,NEPaPC04,2022,20220607,NEPaP,CT,ARIFEL,152,26.88,1.41,Crustacean,NA,4,NA,,,MB,20230707
NEPaPC04-26,NEPaPC04-26-2022,MB,20230622,NEPaPC04,2022,20220607,NEPaP,CT,ARIFEL,148,23.49,1.28,Brown algae,NA,3,NA,,,MB,20230707
NEPaPC04-26,NEPaPC04-26-2022,MB,20230622,NEPaPC04,2022,20220607,NEPaP,CT,ARIFEL,148,23.49,1.28,Crustacean,NA,4,NA,,,MB,20230707
NEPaPC04-27,NEPaPC04-27-2022,MB,20230622,NEPaPC04,2022,20220607,NEPaP,CT,ARIFEL,144,22.34,1.31,Crustacean,Crab,3,NA,,,MB,20230707
NEPaPT02-36,NEPaPT02-36-2023,MB,20230626,NEPaPT02,2023,20230612,NEPaP,LS,LAGRHO,33,0.52,0.037,Amphipod,Gammaridae,2,5,,,MB,20230724
NEPaPT02-37,NEPaPT02-37-2023,MB,20230626,NEPaPT02,2023,20230612,NEPaP,LS,LAGRHO,35,0.59,0.044,Cyanobacteria,NA,NA,NA,,,MB,20230724
NEPaPT02-37,NEPaPT02-37-2023,MB,20230626,NEPaPT02,2023,20230612,NEPaP,LS,LAGRHO,35,0.59,0.044,Crustacean,NA,4,NA,,,MB,20230724
NEPaPT02-38,NEPaPT02-38-2023,MB,20230626,NEPaPT02,2023,20230612,NEPaP,LS,LAGRHO,36,0.61,0.032,Crustacean,NA,4,NA,,,MB,20230724
NEPaPT02-38,NEPaPT02-38-2023,MB,20230626,NEPaPT02,2023,20230612,NEPaP,LS,LAGRHO,36,0.61,0.032,Amphipod,Gammaridae,3,7,,,MB,20230724
NEPaPT02-39,NEPaPT02-39-2023,MB,20230626,NEPaPT02,2023,20230612,NEPaP,LS,LAGRHO,37,0.61,0.054,Crustacean,NA,3,NA,,,MB,20230724
NEPaPT02-39,NEPaPT02-39-2023,MB,20230626,NEPaPT02,2023,20230612,NEPaP,LS,LAGRHO,37,0.61,0.054,Polychaete,NA,4,NA,,,MB,20230724
NEPaPT02-40,NEPaPT02-40-2023,MB,20230626,NEPaPT02,2023,20230612,NEPaP,LS,LAGRHO,35,0.55,0.031,Cyanobacteria,NA,NA,NA,,,MB,20230724
NEPaPT02-40,NEPaPT02-40-2023,MB,20230626,NEPaPT02,2023,20230612,NEPaP,LS,LAGRHO,35,0.55,0.031,Crustacean,NA,4,NA,,,MB,20230724
NEPaPT02-40,NEPaPT02-40-2023,MB,20230626,NEPaPT02,2023,20230612,NEPaP,LS,LAGRHO,35,0.55,0.031,Amphipod,Gammaridae,2,3,,,MB,20230724
NEPaPT02-41,NEPaPT02-41-2023,MB,20230626,NEPaPT02,2023,20230612,NEPaP,LS,LAGRHO,39,0.69,0.073,Amphipod,NA,3,NA,,,MB,20230724
NEPaPT02-41,NEPaPT02-41-2023,MB,20230626,NEPaPT02,2023,20230612,NEPaP,LS,LAGRHO,39,0.69,0.073,Cyanobacteria,NA,NA,NA,,,MB,20230724
NEPaPT02-42,NEPaPT02-42-2023,MB,20230626,NEPaPT02,2023,20230612,NEPaP,LS,LAGRHO,39,0.78,0.058,Amphipod,NA,4,NA,,,MB,20230724
NEPaPT02-42,NEPaPT02-42-2023,MB,20230626,NEPaPT02,2023,20230612,NEPaP,LS,LAGRHO,39,0.78,0.058,Polychaete,NA,4,NA,,,MB,20230724
NEPaPT02-42,NEPaPT02-42-2023,MB,20230626,NEPaPT02,2023,20230612,NEPaP,LS,LAGRHO,39,0.78,0.058,Green algae,NA,NA,NA,,,MB,20230724
NEPaPT02-43,NEPaPT02-43-2023,MB,20230626,NEPaPT02,2023,20230612,NEPaP,LS,LAGRHO,46,1.36,0.071,SAV,NA,2,NA,,,MB,20230724
NEPaPT02-43,NEPaPT02-43-2023,MB,20230626,NEPaPT02,2023,20230612,NEPaP,LS,LAGRHO,46,1.36,0.071,Amphipod,NA,4,NA,,,MB,20230724
NEPaPT02-44,NEPaPT02-44-2023,MB,20230626,NEPaPT02,2023,20230612,NEPaP,LS,LAGRHO,38,0.83,0.045,Amphipod,Gammaridae,2,8,,,MB,20230724
NEPaPT02-44,NEPaPT02-44-2023,MB,20230626,NEPaPT02,2023,20230612,NEPaP,LS,LAGRHO,38,0.83,0.045,Polychaete,NA,4,NA,,,MB,20230724
NEPaPT02-45,NEPaPT02-45-2023,MB,20230626,NEPaPT02,2023,20230612,NEPaP,LS,LAGRHO,39,0.8,0.063,Amphipod,NA,3,NA,,,MB,20230724
NEPaPT02-45,NEPaPT02-45-2023,MB,20230626,NEPaPT02,2023,20230612,NEPaP,LS,LAGRHO,39,0.8,0.063,Green algae,NA,NA,NA,,,MB,20230724
NEPaPT02-46,NEPaPT02-46-2023,MB,20230626,NEPaPT02,2023,20230612,NEPaP,LS,LAGRHO,35,0.56,0.027,Cyanobacteria,NA,NA,NA,,,MB,20230724
NEPaPT02-46,NEPaPT02-46-2023,MB,20230626,NEPaPT02,2023,20230612,NEPaP,LS,LAGRHO,35,0.56,0.027,Amphipod,Gammaridae,1,5,,,MB,20230724
NEPaPT02-47,NEPaPT02-47-2023,MB,20230626,NEPaPT02,2023,20230612,NEPaP,LS,LAGRHO,41,0.95,0.043,Polychaete,NA,4,NA,,,MB,20230724
NEPaPT02-47,NEPaPT02-47-2023,MB,20230626,NEPaPT02,2023,20230612,NEPaP,LS,LAGRHO,41,0.95,0.043,Amphipod,Corophidae,2,3,,,MB,20230724
NEPaPT02-48,NEPaPT02-48-2023,MB,20230626,NEPaPT02,2023,20230612,NEPaP,LS,LAGRHO,41,1.05,0.057,Amphipod,NA,3,NA,,,MB,20230724
NEPaPT02-48,NEPaPT02-48-2023,MB,20230626,NEPaPT02,2023,20230612,NEPaP,LS,LAGRHO,41,1.05,0.057,Crustacean,NA,4,NA,,,MB,20230724
NEPaPT02-49,NEPaPT02-49-2023,MB,20230626,NEPaPT02,2023,20230612,NEPaP,LS,LAGRHO,40,0.81,0.049,Crustacean,NA,3,NA,,,MB,20230724
NEPaPT02-49,NEPaPT02-49-2023,MB,20230626,NEPaPT02,2023,20230612,NEPaP,LS,LAGRHO,40,0.81,0.049,Polychaete,NA,4,NA,,,MB,20230724
NEPaPT02-49,NEPaPT02-49-2023,MB,20230626,NEPaPT02,2023,20230612,NEPaP,LS,LAGRHO,40,0.81,0.049,Cyanobacteria,NA,NA,NA,,,MB,20230724
NEPaPT02-50,NEPaPT02-50-2023,MB,20230626,NEPaPT02,2023,20230612,NEPaP,LS,LAGRHO,44,1.23,0.052,Crustacean,Crab,2,2,,,MB,20230724
NEPaPT02-50,NEPaPT02-50-2023,MB,20230626,NEPaPT02,2023,20230612,NEPaP,LS,LAGRHO,44,1.23,0.052,Amphipod,Gammaridae,1,3,,,MB,20230724
NEPaPT02-51,NEPaPT02-51-2023,MB,20230626,NEPaPT02,2023,20230612,NEPaP,LS,LAGRHO,41,0.99,0.064,Amphipod,Gammaridae,1,7,,,MB,20230724
NEPaPT02-51,NEPaPT02-51-2023,MB,20230626,NEPaPT02,2023,20230612,NEPaP,LS,LAGRHO,41,0.99,0.064,Isopod,NA,1,2,,,MB,20230724
NEPaPT02-52,NEPaPT02-52-2023,MB,20230626,NEPaPT02,2023,20230612,NEPaP,LS,LAGRHO,39,0.86,0.058,Crustacean,NA,4,NA,,,MB,20230724
NEPaPT02-52,NEPaPT02-52-2023,MB,20230626,NEPaPT02,2023,20230612,NEPaP,LS,LAGRHO,39,0.86,0.058,Polychaete,NA,4,NA,,,MB,20230724
NEPaPT02-53,NEPaPT02-53-2023,MB,20230626,NEPaPT02,2023,20230612,NEPaP,LS,LAGRHO,39,0.83,0.049,Cyanobacteria,NA,NA,NA,,,MB,20230724
NEPaPT02-53,NEPaPT02-53-2023,MB,20230626,NEPaPT02,2023,20230612,NEPaP,LS,LAGRHO,39,0.83,0.049,Amphipod,NA,4,NA,,,MB,20230724
NEPaPT02-54,NEPaPT02-54-2023,MB,20230626,NEPaPT02,2023,20230612,NEPaP,LS,LAGRHO,42,1.03,0.061,Crustacean,NA,3,NA,,,MB,20230724
NEPaPT02-55,NEPaPT02-55-2023,MB,20230626,NEPaPT02,2023,20230612,NEPaP,LS,LAGRHO,64,3.2,0.16,SAV,NA,2,NA,,,MB,20230724
NEPaPT02-55,NEPaPT02-55-2023,MB,20230626,NEPaPT02,2023,20230612,NEPaP,LS,LAGRHO,64,3.2,0.16,Cyanobacteria,NA,NA,NA,,,MB,20230724
NEPaPT02-55,NEPaPT02-55-2023,MB,20230626,NEPaPT02,2023,20230612,NEPaP,LS,LAGRHO,64,3.2,0.16,Red algae,NA,3,NA,,,MB,20230724
NEPaPT02-55,NEPaPT02-55-2023,MB,20230626,NEPaPT02,2023,20230612,NEPaP,LS,LAGRHO,64,3.2,0.16,Amphipod,NA,4,NA,,,MB,20230724
NEPaPT02-56,NEPaPT02-56-2023,MB,20230626,NEPaPT02,2023,20230612,NEPaP,LS,LAGRHO,45,1.36,0.083,Crustacean,NA,3,NA,,,MB,20230724
NEPaPT02-56,NEPaPT02-56-2023,MB,20230626,NEPaPT02,2023,20230612,NEPaP,LS,LAGRHO,45,1.36,0.083,Polychaete,NA,4,NA,,,MB,20230724
NEPaPT02-56,NEPaPT02-56-2023,MB,20230626,NEPaPT02,2023,20230612,NEPaP,LS,LAGRHO,45,1.36,0.083,Cyanobacteria,NA,NA,NA,,,MB,20230724
NEPaPT02-57,NEPaPT02-57-2023,MB,20230626,NEPaPT02,2023,20230612,NEPaP,LS,LAGRHO,53,1.9,0.12,Crustacean,Penaeidae,3,NA,,,MB,20230724
NEPaPT02-57,NEPaPT02-57-2023,MB,20230626,NEPaPT02,2023,20230612,NEPaP,LS,LAGRHO,53,1.9,0.12,Amphipod,NA,4,NA,,,MB,20230724
NEPaPT02-58,NEPaPT02-58-2023,MB,20230626,NEPaPT02,2023,20230612,NEPaP,LS,LAGRHO,43,1.09,0.074,Crustacean,NA,4,NA,,,MB,20230724
NEPaPT02-58,NEPaPT02-58-2023,MB,20230626,NEPaPT02,2023,20230612,NEPaP,LS,LAGRHO,43,1.09,0.074,Cyanobacteria,NA,NA,NA,,,MB,20230724
NEPaPT02-59,NEPaPT02-59-2023,MB,20230626,NEPaPT02,2023,20230612,NEPaP,LS,LAGRHO,51,1.88,0.096,Green algae,NA,3,NA,,,MB,20230724
NEPaPT02-59,NEPaPT02-59-2023,MB,20230626,NEPaPT02,2023,20230612,NEPaP,LS,LAGRHO,51,1.88,0.096,Polychaete,NA,4,NA,,,MB,20230724
NEPaPT02-60,NEPaPT02-60-2023,MB,20230626,NEPaPT02,2023,20230612,NEPaP,LS,LAGRHO,42,1.12,0.063,Crustacean,NA,4,NA,,,MB,20230724
NEPaPT02-60,NEPaPT02-60-2023,MB,20230626,NEPaPT02,2023,20230612,NEPaP,LS,LAGRHO,42,1.12,0.063,Cyanobacteria,NA,NA,NA,,,MB,20230724
NEPaPT02-60,NEPaPT02-60-2023,MB,20230626,NEPaPT02,2023,20230612,NEPaP,LS,LAGRHO,42,1.12,0.063,Isopod,NA,2,4,,,MB,20230724
NEPaPT02-61,NEPaPT02-61-2023,MB,20230626,NEPaPT02,2023,20230612,NEPaP,LS,LAGRHO,45,1.34,0.077,Amphipod,NA,4,NA,,,MB,20230724
NEPaPT02-62,NEPaPT02-62-2023,MB,20230626,NEPaPT02,2023,20230612,NEPaP,LS,LAGRHO,45,1.42,0.041,Amphipod,NA,4,NA,,,MB,20230724
NEPaPT02-62,NEPaPT02-62-2023,MB,20230626,NEPaPT02,2023,20230612,NEPaP,LS,LAGRHO,45,1.42,0.041,Polychaete,NA,4,NA,,,MB,20230724
NEPaPT02-63,NEPaPT02-63-2023,MB,20230626,NEPaPT02,2023,20230612,NEPaP,LS,LAGRHO,52,2.12,0.082,Amphipod,NA,4,NA,,,MB,20230724
NEPaPT02-63,NEPaPT02-63-2023,MB,20230626,NEPaPT02,2023,20230612,NEPaP,LS,LAGRHO,52,2.12,0.082,Cyanobacteria,NA,NA,NA,,,MB,20230724
NEPaPT02-64,NEPaPT02-64-2023,MB,20230626,NEPaPT02,2023,20230612,NEPaP,LS,LAGRHO,51,1.87,0.069,SAV,NA,2,NA,,,MB,20230724
NEPaPT02-64,NEPaPT02-64-2023,MB,20230626,NEPaPT02,2023,20230612,NEPaP,LS,LAGRHO,51,1.87,0.069,Crustacean,NA,4,NA,,,MB,20230724
NEPaPT02-64,NEPaPT02-64-2023,MB,20230626,NEPaPT02,2023,20230612,NEPaP,LS,LAGRHO,51,1.87,0.069,Red algae,NA,2,NA,,,MB,20230724
NEPaPT02-64,NEPaPT02-64-2023,MB,20230626,NEPaPT02,2023,20230612,NEPaP,LS,LAGRHO,51,1.87,0.069,Cyanobacteria,NA,NA,NA,,,MB,20230724
NEPaPT02-65,NEPaPT02-65-2023,MB,20230626,NEPaPT02,2023,20230612,NEPaP,LS,LAGRHO,54,2.35,0.14,Amphipod,NA,4,NA,,,MB,20230724
NEPaPT02-65,NEPaPT02-65-2023,MB,20230626,NEPaPT02,2023,20230612,NEPaP,LS,LAGRHO,54,2.35,0.14,Polychaete,NA,4,NA,,,MB,20230724
NEPaPT02-66,NEPaPT02-66-2023,MB,20230629,NEPaPT02,2023,20230612,NEPaP,LS,LAGRHO,53,1.88,0.088,Polychaete,NA,4,NA,,,MB,20230724
NEPaPT02-66,NEPaPT02-66-2023,MB,20230629,NEPaPT02,2023,20230612,NEPaP,LS,LAGRHO,53,1.88,0.088,Amphipod,Gammaridae,1,5,,,MB,20230724
NEPaPT02-66,NEPaPT02-66-2023,MB,20230629,NEPaPT02,2023,20230612,NEPaP,LS,LAGRHO,53,1.88,0.088,Cyanobacteria,NA,NA,NA,,,MB,20230724
NEPaPT02-67,NEPaPT02-67-2023,MB,20230629,NEPaPT02,2023,20230612,NEPaP,LS,LAGRHO,48,1.43,0.075,Cyanobacteria,NA,NA,NA,,,MB,20230724
NEPaPT02-67,NEPaPT02-67-2023,MB,20230629,NEPaPT02,2023,20230612,NEPaP,LS,LAGRHO,48,1.43,0.075,Amphipod,Corophidae,2,2,,,MB,20230724
NEPaPT02-67,NEPaPT02-67-2023,MB,20230629,NEPaPT02,2023,20230612,NEPaP,LS,LAGRHO,48,1.43,0.075,Crustacean,NA,4,NA,,,MB,20230724
NEPaPT02-68,NEPaPT02-68-2023,MB,20230629,NEPaPT02,2023,20230612,NEPaP,LS,LAGRHO,57,2.43,0.092,Amphipod,Gammaridae,2,6,,,MB,20230724
NEPaPT02-68,NEPaPT02-68-2023,MB,20230629,NEPaPT02,2023,20230612,NEPaP,LS,LAGRHO,57,2.43,0.092,Crustacean,NA,4,NA,,,MB,20230724
